Question, Rating, Id 
attitude_grocery_in_store,1,1900444201
attitude_stay_home,5,1900444201
bus_attitude_none,3,1900447401
bus_attitude_temperature,3,1900447401
bus_attitude_empty_seats,3,1900447401
bus_attitude_limit_passengers,3,1900447401
bus_attitude_stops,3,1900447401
bus_attitude_all,3,1900447401
subway_attitude_none,995,1900447401
subway_attitude_temperature,995,1900447401
subway_attitude_empty_seats,995,1900447401
subway_attitude_limit_passengers,995,1900447401
subway_attitude_all,995,1900447401
attitude_telework,5,1900447401
attitude_walk,1,1900447401
attitude_open_street,1,1900447401
attitude_bike,1,1900447401
attitude_drive,3,1900447401
attitude_bus,1,1900447401
attitude_grocery_delivery,1,1900447401
attitude_grocery_pick_up,1,1900447401
attitude_grocery_in_store,5,1900447401
attitude_stay_home,5,1900447401
bus_attitude_none,2,1900526701
bus_attitude_temperature,3,1900526701
bus_attitude_empty_seats,2,1900526701
bus_attitude_limit_passengers,1,1900526701
bus_attitude_stops,3,1900526701
bus_attitude_all,1,1900526701
subway_attitude_none,995,1900526701
subway_attitude_temperature,995,1900526701
subway_attitude_empty_seats,995,1900526701
subway_attitude_limit_passengers,995,1900526701
subway_attitude_all,995,1900526701
attitude_telework,4,1900526701
attitude_walk,1,1900526701
attitude_open_street,4,1900526701
attitude_bike,5,1900526701
attitude_drive,4,1900526701
attitude_bus,2,1900526701
attitude_grocery_delivery,2,1900526701
attitude_grocery_pick_up,4,1900526701
attitude_grocery_in_store,2,1900526701
attitude_stay_home,4,1900526701
bus_attitude_none,4,1900610701
bus_attitude_temperature,2,1900610701
bus_attitude_empty_seats,2,1900610701
bus_attitude_limit_passengers,2,1900610701
bus_attitude_stops,2,1900610701
bus_attitude_all,2,1900610701
subway_attitude_none,995,1900610701
subway_attitude_temperature,995,1900610701
subway_attitude_empty_seats,995,1900610701
subway_attitude_limit_passengers,995,1900610701
subway_attitude_all,995,1900610701
attitude_telework,2,1900610701
attitude_walk,2,1900610701
attitude_open_street,2,1900610701
attitude_bike,4,1900610701
attitude_drive,3,1900610701
attitude_bus,4,1900610701
attitude_grocery_delivery,1,1900610701
attitude_grocery_pick_up,3,1900610701
attitude_grocery_in_store,4,1900610701
attitude_stay_home,2,1900610701
bus_attitude_none,995,1900751101
bus_attitude_temperature,995,1900751101
bus_attitude_empty_seats,995,1900751101
bus_attitude_limit_passengers,995,1900751101
bus_attitude_stops,995,1900751101
bus_attitude_all,995,1900751101
subway_attitude_none,5,1900751101
subway_attitude_temperature,4,1900751101
subway_attitude_empty_seats,3,1900751101
subway_attitude_limit_passengers,4,1900751101
subway_attitude_all,3,1900751101
attitude_telework,1,1900751101
attitude_walk,3,1900751101
attitude_open_street,2,1900751101
attitude_bike,3,1900751101
attitude_drive,1,1900751101
attitude_bus,3,1900751101
attitude_grocery_delivery,1,1900751101
attitude_grocery_pick_up,1,1900751101
attitude_grocery_in_store,4,1900751101
attitude_stay_home,1,1900751101
bus_attitude_none,4,1900767401
bus_attitude_temperature,2,1900767401
bus_attitude_empty_seats,2,1900767401
bus_attitude_limit_passengers,2,1900767401
bus_attitude_stops,2,1900767401
bus_attitude_all,2,1900767401
subway_attitude_none,995,1900767401
subway_attitude_temperature,995,1900767401
subway_attitude_empty_seats,995,1900767401
subway_attitude_limit_passengers,995,1900767401
subway_attitude_all,995,1900767401
attitude_telework,3,1900767401
attitude_walk,2,1900767401
attitude_open_street,1,1900767401
attitude_bike,3,1900767401
attitude_drive,3,1900767401
attitude_bus,2,1900767401
attitude_grocery_delivery,4,1900767401
attitude_grocery_pick_up,3,1900767401
attitude_grocery_in_store,2,1900767401
attitude_stay_home,2,1900767401
bus_attitude_none,4,1900880801
bus_attitude_temperature,1,1900880801
bus_attitude_empty_seats,1,1900880801
bus_attitude_limit_passengers,1,1900880801
bus_attitude_stops,2,1900880801
bus_attitude_all,1,1900880801
subway_attitude_none,995,1900880801
subway_attitude_temperature,995,1900880801
subway_attitude_empty_seats,995,1900880801
subway_attitude_limit_passengers,995,1900880801
subway_attitude_all,995,1900880801
attitude_telework,2,1900880801
attitude_walk,2,1900880801
attitude_open_street,1,1900880801
attitude_bike,3,1900880801
attitude_drive,1,1900880801
attitude_bus,3,1900880801
attitude_grocery_delivery,3,1900880801
attitude_grocery_pick_up,3,1900880801
attitude_grocery_in_store,3,1900880801
attitude_stay_home,2,1900880801
bus_attitude_none,2,1900948201
bus_attitude_temperature,1,1900948201
bus_attitude_empty_seats,1,1900948201
bus_attitude_limit_passengers,1,1900948201
bus_attitude_stops,1,1900948201
bus_attitude_all,1,1900948201
subway_attitude_none,995,1900948201
subway_attitude_temperature,995,1900948201
subway_attitude_empty_seats,995,1900948201
subway_attitude_limit_passengers,995,1900948201
subway_attitude_all,995,1900948201
attitude_telework,995,1900948201
attitude_walk,1,1900948201
attitude_open_street,1,1900948201
attitude_bike,3,1900948201
attitude_drive,2,1900948201
attitude_bus,1,1900948201
attitude_grocery_delivery,2,1900948201
attitude_grocery_pick_up,1,1900948201
attitude_grocery_in_store,4,1900948201
attitude_stay_home,2,1900948201
bus_attitude_none,3,1900960901
bus_attitude_temperature,5,1900960901
bus_attitude_empty_seats,5,1900960901
bus_attitude_limit_passengers,5,1900960901
bus_attitude_stops,5,1900960901
bus_attitude_all,5,1900960901
subway_attitude_none,995,1900960901
subway_attitude_temperature,995,1900960901
subway_attitude_empty_seats,995,1900960901
subway_attitude_limit_passengers,995,1900960901
subway_attitude_all,995,1900960901
attitude_telework,995,1900960901
attitude_walk,3,1900960901
attitude_open_street,3,1900960901
attitude_bike,5,1900960901
attitude_drive,3,1900960901
attitude_bus,3,1900960901
attitude_grocery_delivery,4,1900960901
attitude_grocery_pick_up,1,1900960901
attitude_grocery_in_store,4,1900960901
attitude_stay_home,1,1900960901
bus_attitude_none,995,1900987001
bus_attitude_temperature,995,1900987001
bus_attitude_empty_seats,995,1900987001
bus_attitude_limit_passengers,995,1900987001
bus_attitude_stops,995,1900987001
bus_attitude_all,995,1900987001
subway_attitude_none,5,1900987001
subway_attitude_temperature,1,1900987001
subway_attitude_empty_seats,1,1900987001
subway_attitude_limit_passengers,2,1900987001
subway_attitude_all,1,1900987001
attitude_telework,995,1900987001
attitude_walk,3,1900987001
attitude_open_street,1,1900987001
attitude_bike,1,1900987001
attitude_drive,5,1900987001
attitude_bus,5,1900987001
attitude_grocery_delivery,5,1900987001
attitude_grocery_pick_up,5,1900987001
attitude_grocery_in_store,1,1900987001
attitude_stay_home,2,1900987001
bus_attitude_none,995,1901026601
bus_attitude_temperature,995,1901026601
bus_attitude_empty_seats,995,1901026601
bus_attitude_limit_passengers,995,1901026601
bus_attitude_stops,995,1901026601
bus_attitude_all,995,1901026601
subway_attitude_none,4,1901026601
subway_attitude_temperature,4,1901026601
subway_attitude_empty_seats,3,1901026601
subway_attitude_limit_passengers,3,1901026601
subway_attitude_all,4,1901026601
attitude_telework,1,1901026601
attitude_walk,1,1901026601
attitude_open_street,1,1901026601
attitude_bike,3,1901026601
attitude_drive,3,1901026601
attitude_bus,2,1901026601
attitude_grocery_delivery,4,1901026601
attitude_grocery_pick_up,2,1901026601
attitude_grocery_in_store,2,1901026601
attitude_stay_home,1,1901026601
bus_attitude_none,3,1901231201
bus_attitude_temperature,2,1901231201
bus_attitude_empty_seats,2,1901231201
bus_attitude_limit_passengers,2,1901231201
bus_attitude_stops,2,1901231201
bus_attitude_all,2,1901231201
subway_attitude_none,995,1901231201
subway_attitude_temperature,995,1901231201
subway_attitude_empty_seats,995,1901231201
subway_attitude_limit_passengers,995,1901231201
subway_attitude_all,995,1901231201
attitude_telework,1,1901231201
attitude_walk,2,1901231201
attitude_open_street,2,1901231201
attitude_bike,2,1901231201
attitude_drive,3,1901231201
attitude_bus,3,1901231201
attitude_grocery_delivery,1,1901231201
attitude_grocery_pick_up,3,1901231201
attitude_grocery_in_store,3,1901231201
attitude_stay_home,2,1901231201
bus_attitude_none,995,1901242801
bus_attitude_temperature,995,1901242801
bus_attitude_empty_seats,995,1901242801
bus_attitude_limit_passengers,995,1901242801
bus_attitude_stops,995,1901242801
bus_attitude_all,995,1901242801
subway_attitude_none,3,1901242801
subway_attitude_temperature,3,1901242801
subway_attitude_empty_seats,3,1901242801
subway_attitude_limit_passengers,3,1901242801
subway_attitude_all,3,1901242801
attitude_telework,3,1901242801
attitude_walk,3,1901242801
attitude_open_street,3,1901242801
attitude_bike,3,1901242801
attitude_drive,1,1901242801
attitude_bus,3,1901242801
attitude_grocery_delivery,3,1901242801
attitude_grocery_pick_up,3,1901242801
attitude_grocery_in_store,1,1901242801
attitude_stay_home,3,1901242801
bus_attitude_none,995,1901281601
bus_attitude_temperature,995,1901281601
bus_attitude_empty_seats,995,1901281601
bus_attitude_limit_passengers,995,1901281601
bus_attitude_stops,995,1901281601
bus_attitude_all,995,1901281601
subway_attitude_none,2,1901281601
subway_attitude_temperature,2,1901281601
subway_attitude_empty_seats,2,1901281601
subway_attitude_limit_passengers,2,1901281601
subway_attitude_all,1,1901281601
attitude_telework,995,1901281601
attitude_walk,1,1901281601
attitude_open_street,1,1901281601
attitude_bike,4,1901281601
attitude_drive,1,1901281601
attitude_bus,1,1901281601
attitude_grocery_delivery,2,1901281601
attitude_grocery_pick_up,1,1901281601
attitude_grocery_in_store,3,1901281601
attitude_stay_home,3,1901281601
bus_attitude_none,995,1901329201
bus_attitude_temperature,995,1901329201
bus_attitude_empty_seats,995,1901329201
bus_attitude_limit_passengers,995,1901329201
bus_attitude_stops,995,1901329201
bus_attitude_all,995,1901329201
subway_attitude_none,2,1901329201
subway_attitude_temperature,2,1901329201
subway_attitude_empty_seats,2,1901329201
subway_attitude_limit_passengers,2,1901329201
subway_attitude_all,2,1901329201
attitude_telework,4,1901329201
attitude_walk,3,1901329201
attitude_open_street,1,1901329201
attitude_bike,3,1901329201
attitude_drive,1,1901329201
attitude_bus,3,1901329201
attitude_grocery_delivery,4,1901329201
attitude_grocery_pick_up,4,1901329201
attitude_grocery_in_store,2,1901329201
attitude_stay_home,2,1901329201
bus_attitude_none,995,1901411001
bus_attitude_temperature,995,1901411001
bus_attitude_empty_seats,995,1901411001
bus_attitude_limit_passengers,995,1901411001
bus_attitude_stops,995,1901411001
bus_attitude_all,995,1901411001
subway_attitude_none,1,1901411001
subway_attitude_temperature,1,1901411001
subway_attitude_empty_seats,1,1901411001
subway_attitude_limit_passengers,1,1901411001
subway_attitude_all,1,1901411001
attitude_telework,1,1901411001
attitude_walk,3,1901411001
attitude_open_street,1,1901411001
attitude_bike,3,1901411001
attitude_drive,1,1901411001
attitude_bus,3,1901411001
attitude_grocery_delivery,1,1901411001
attitude_grocery_pick_up,1,1901411001
attitude_grocery_in_store,5,1901411001
attitude_stay_home,1,1901411001
bus_attitude_none,2,1901435701
bus_attitude_temperature,2,1901435701
bus_attitude_empty_seats,2,1901435701
bus_attitude_limit_passengers,2,1901435701
bus_attitude_stops,2,1901435701
bus_attitude_all,2,1901435701
subway_attitude_none,995,1901435701
subway_attitude_temperature,995,1901435701
subway_attitude_empty_seats,995,1901435701
subway_attitude_limit_passengers,995,1901435701
subway_attitude_all,995,1901435701
attitude_telework,995,1901435701
attitude_walk,3,1901435701
attitude_open_street,3,1901435701
attitude_bike,3,1901435701
attitude_drive,1,1901435701
attitude_bus,3,1901435701
attitude_grocery_delivery,5,1901435701
attitude_grocery_pick_up,3,1901435701
attitude_grocery_in_store,1,1901435701
attitude_stay_home,1,1901435701
bus_attitude_none,995,1901468601
bus_attitude_temperature,995,1901468601
bus_attitude_empty_seats,995,1901468601
bus_attitude_limit_passengers,995,1901468601
bus_attitude_stops,995,1901468601
bus_attitude_all,995,1901468601
subway_attitude_none,5,1901468601
subway_attitude_temperature,4,1901468601
subway_attitude_empty_seats,5,1901468601
subway_attitude_limit_passengers,5,1901468601
subway_attitude_all,2,1901468601
attitude_telework,1,1901468601
attitude_walk,1,1901468601
attitude_open_street,1,1901468601
attitude_bike,1,1901468601
attitude_drive,1,1901468601
attitude_bus,5,1901468601
attitude_grocery_delivery,1,1901468601
attitude_grocery_pick_up,4,1901468601
attitude_grocery_in_store,5,1901468601
attitude_stay_home,1,1901468601
bus_attitude_none,995,1901570201
bus_attitude_temperature,995,1901570201
bus_attitude_empty_seats,995,1901570201
bus_attitude_limit_passengers,995,1901570201
bus_attitude_stops,995,1901570201
bus_attitude_all,995,1901570201
subway_attitude_none,5,1901570201
subway_attitude_temperature,1,1901570201
subway_attitude_empty_seats,1,1901570201
subway_attitude_limit_passengers,1,1901570201
subway_attitude_all,1,1901570201
attitude_telework,995,1901570201
attitude_walk,1,1901570201
attitude_open_street,1,1901570201
attitude_bike,5,1901570201
attitude_drive,1,1901570201
attitude_bus,3,1901570201
attitude_grocery_delivery,3,1901570201
attitude_grocery_pick_up,4,1901570201
attitude_grocery_in_store,2,1901570201
attitude_stay_home,1,1901570201
bus_attitude_none,2,1901792101
bus_attitude_temperature,3,1901792101
bus_attitude_empty_seats,1,1901792101
bus_attitude_limit_passengers,1,1901792101
bus_attitude_stops,1,1901792101
bus_attitude_all,1,1901792101
subway_attitude_none,995,1901792101
subway_attitude_temperature,995,1901792101
subway_attitude_empty_seats,995,1901792101
subway_attitude_limit_passengers,995,1901792101
subway_attitude_all,995,1901792101
attitude_telework,995,1901792101
attitude_walk,1,1901792101
attitude_open_street,1,1901792101
attitude_bike,3,1901792101
attitude_drive,1,1901792101
attitude_bus,3,1901792101
attitude_grocery_delivery,2,1901792101
attitude_grocery_pick_up,3,1901792101
attitude_grocery_in_store,2,1901792101
attitude_stay_home,2,1901792101
bus_attitude_none,995,1901804901
bus_attitude_temperature,995,1901804901
bus_attitude_empty_seats,995,1901804901
bus_attitude_limit_passengers,995,1901804901
bus_attitude_stops,995,1901804901
bus_attitude_all,995,1901804901
subway_attitude_none,5,1901804901
subway_attitude_temperature,4,1901804901
subway_attitude_empty_seats,4,1901804901
subway_attitude_limit_passengers,4,1901804901
subway_attitude_all,3,1901804901
attitude_telework,1,1901804901
attitude_walk,3,1901804901
attitude_open_street,1,1901804901
attitude_bike,1,1901804901
attitude_drive,4,1901804901
attitude_bus,4,1901804901
attitude_grocery_delivery,1,1901804901
attitude_grocery_pick_up,4,1901804901
attitude_grocery_in_store,5,1901804901
attitude_stay_home,2,1901804901
bus_attitude_none,995,1901959101
bus_attitude_temperature,995,1901959101
bus_attitude_empty_seats,995,1901959101
bus_attitude_limit_passengers,995,1901959101
bus_attitude_stops,995,1901959101
bus_attitude_all,995,1901959101
subway_attitude_none,5,1901959101
subway_attitude_temperature,1,1901959101
subway_attitude_empty_seats,1,1901959101
subway_attitude_limit_passengers,1,1901959101
subway_attitude_all,1,1901959101
attitude_telework,5,1901959101
attitude_walk,2,1901959101
attitude_open_street,1,1901959101
attitude_bike,5,1901959101
attitude_drive,1,1901959101
attitude_bus,5,1901959101
attitude_grocery_delivery,1,1901959101
attitude_grocery_pick_up,3,1901959101
attitude_grocery_in_store,1,1901959101
attitude_stay_home,2,1901959101
bus_attitude_none,995,1902018801
bus_attitude_temperature,995,1902018801
bus_attitude_empty_seats,995,1902018801
bus_attitude_limit_passengers,995,1902018801
bus_attitude_stops,995,1902018801
bus_attitude_all,995,1902018801
subway_attitude_none,4,1902018801
subway_attitude_temperature,2,1902018801
subway_attitude_empty_seats,2,1902018801
subway_attitude_limit_passengers,2,1902018801
subway_attitude_all,1,1902018801
attitude_telework,3,1902018801
attitude_walk,3,1902018801
attitude_open_street,2,1902018801
attitude_bike,4,1902018801
attitude_drive,1,1902018801
attitude_bus,2,1902018801
attitude_grocery_delivery,5,1902018801
attitude_grocery_pick_up,4,1902018801
attitude_grocery_in_store,1,1902018801
attitude_stay_home,1,1902018801
bus_attitude_none,995,1902051101
bus_attitude_temperature,995,1902051101
bus_attitude_empty_seats,995,1902051101
bus_attitude_limit_passengers,995,1902051101
bus_attitude_stops,995,1902051101
bus_attitude_all,995,1902051101
subway_attitude_none,4,1902051101
subway_attitude_temperature,4,1902051101
subway_attitude_empty_seats,4,1902051101
subway_attitude_limit_passengers,4,1902051101
subway_attitude_all,4,1902051101
attitude_telework,4,1902051101
attitude_walk,2,1902051101
attitude_open_street,2,1902051101
attitude_bike,1,1902051101
attitude_drive,5,1902051101
attitude_bus,3,1902051101
attitude_grocery_delivery,2,1902051101
attitude_grocery_pick_up,4,1902051101
attitude_grocery_in_store,3,1902051101
attitude_stay_home,3,1902051101
bus_attitude_none,1,1902286401
bus_attitude_temperature,5,1902286401
bus_attitude_empty_seats,3,1902286401
bus_attitude_limit_passengers,3,1902286401
bus_attitude_stops,2,1902286401
bus_attitude_all,5,1902286401
subway_attitude_none,995,1902286401
subway_attitude_temperature,995,1902286401
subway_attitude_empty_seats,995,1902286401
subway_attitude_limit_passengers,995,1902286401
subway_attitude_all,995,1902286401
attitude_telework,995,1902286401
attitude_walk,1,1902286401
attitude_open_street,1,1902286401
attitude_bike,1,1902286401
attitude_drive,1,1902286401
attitude_bus,1,1902286401
attitude_grocery_delivery,2,1902286401
attitude_grocery_pick_up,2,1902286401
attitude_grocery_in_store,1,1902286401
attitude_stay_home,4,1902286401
bus_attitude_none,4,1902376601
bus_attitude_temperature,2,1902376601
bus_attitude_empty_seats,4,1902376601
bus_attitude_limit_passengers,2,1902376601
bus_attitude_stops,2,1902376601
bus_attitude_all,1,1902376601
subway_attitude_none,995,1902376601
subway_attitude_temperature,995,1902376601
subway_attitude_empty_seats,995,1902376601
subway_attitude_limit_passengers,995,1902376601
subway_attitude_all,995,1902376601
attitude_telework,995,1902376601
attitude_walk,2,1902376601
attitude_open_street,4,1902376601
attitude_bike,4,1902376601
attitude_drive,1,1902376601
attitude_bus,4,1902376601
attitude_grocery_delivery,2,1902376601
attitude_grocery_pick_up,2,1902376601
attitude_grocery_in_store,4,1902376601
attitude_stay_home,1,1902376601
bus_attitude_none,995,1902533001
bus_attitude_temperature,995,1902533001
bus_attitude_empty_seats,995,1902533001
bus_attitude_limit_passengers,995,1902533001
bus_attitude_stops,995,1902533001
bus_attitude_all,995,1902533001
subway_attitude_none,4,1902533001
subway_attitude_temperature,4,1902533001
subway_attitude_empty_seats,4,1902533001
subway_attitude_limit_passengers,4,1902533001
subway_attitude_all,4,1902533001
attitude_telework,4,1902533001
attitude_walk,2,1902533001
attitude_open_street,2,1902533001
attitude_bike,3,1902533001
attitude_drive,1,1902533001
attitude_bus,3,1902533001
attitude_grocery_delivery,3,1902533001
attitude_grocery_pick_up,4,1902533001
attitude_grocery_in_store,1,1902533001
attitude_stay_home,5,1902533001
bus_attitude_none,995,1902548601
bus_attitude_temperature,995,1902548601
bus_attitude_empty_seats,995,1902548601
bus_attitude_limit_passengers,995,1902548601
bus_attitude_stops,995,1902548601
bus_attitude_all,995,1902548601
subway_attitude_none,4,1902548601
subway_attitude_temperature,2,1902548601
subway_attitude_empty_seats,2,1902548601
subway_attitude_limit_passengers,4,1902548601
subway_attitude_all,2,1902548601
attitude_telework,2,1902548601
attitude_walk,1,1902548601
attitude_open_street,3,1902548601
attitude_bike,2,1902548601
attitude_drive,3,1902548601
attitude_bus,4,1902548601
attitude_grocery_delivery,1,1902548601
attitude_grocery_pick_up,5,1902548601
attitude_grocery_in_store,2,1902548601
attitude_stay_home,1,1902548601
bus_attitude_none,995,1902692201
bus_attitude_temperature,995,1902692201
bus_attitude_empty_seats,995,1902692201
bus_attitude_limit_passengers,995,1902692201
bus_attitude_stops,995,1902692201
bus_attitude_all,995,1902692201
subway_attitude_none,2,1902692201
subway_attitude_temperature,2,1902692201
subway_attitude_empty_seats,2,1902692201
subway_attitude_limit_passengers,2,1902692201
subway_attitude_all,2,1902692201
attitude_telework,2,1902692201
attitude_walk,2,1902692201
attitude_open_street,2,1902692201
attitude_bike,4,1902692201
attitude_drive,3,1902692201
attitude_bus,3,1902692201
attitude_grocery_delivery,2,1902692201
attitude_grocery_pick_up,4,1902692201
attitude_grocery_in_store,4,1902692201
attitude_stay_home,3,1902692201
bus_attitude_none,995,1902741501
bus_attitude_temperature,995,1902741501
bus_attitude_empty_seats,995,1902741501
bus_attitude_limit_passengers,995,1902741501
bus_attitude_stops,995,1902741501
bus_attitude_all,995,1902741501
subway_attitude_none,4,1902741501
subway_attitude_temperature,3,1902741501
subway_attitude_empty_seats,4,1902741501
subway_attitude_limit_passengers,3,1902741501
subway_attitude_all,3,1902741501
attitude_telework,995,1902741501
attitude_walk,3,1902741501
attitude_open_street,3,1902741501
attitude_bike,5,1902741501
attitude_drive,1,1902741501
attitude_bus,5,1902741501
attitude_grocery_delivery,1,1902741501
attitude_grocery_pick_up,1,1902741501
attitude_grocery_in_store,1,1902741501
attitude_stay_home,1,1902741501
bus_attitude_none,1,1902922901
bus_attitude_temperature,1,1902922901
bus_attitude_empty_seats,1,1902922901
bus_attitude_limit_passengers,1,1902922901
bus_attitude_stops,1,1902922901
bus_attitude_all,1,1902922901
subway_attitude_none,995,1902922901
subway_attitude_temperature,995,1902922901
subway_attitude_empty_seats,995,1902922901
subway_attitude_limit_passengers,995,1902922901
subway_attitude_all,995,1902922901
attitude_telework,995,1902922901
attitude_walk,3,1902922901
attitude_open_street,3,1902922901
attitude_bike,3,1902922901
attitude_drive,1,1902922901
attitude_bus,1,1902922901
attitude_grocery_delivery,2,1902922901
attitude_grocery_pick_up,3,1902922901
attitude_grocery_in_store,1,1902922901
attitude_stay_home,2,1902922901
bus_attitude_none,1,1902956101
bus_attitude_temperature,1,1902956101
bus_attitude_empty_seats,1,1902956101
bus_attitude_limit_passengers,1,1902956101
bus_attitude_stops,1,1902956101
bus_attitude_all,1,1902956101
subway_attitude_none,995,1902956101
subway_attitude_temperature,995,1902956101
subway_attitude_empty_seats,995,1902956101
subway_attitude_limit_passengers,995,1902956101
subway_attitude_all,995,1902956101
attitude_telework,2,1902956101
attitude_walk,3,1902956101
attitude_open_street,2,1902956101
attitude_bike,3,1902956101
attitude_drive,1,1902956101
attitude_bus,2,1902956101
attitude_grocery_delivery,2,1902956101
attitude_grocery_pick_up,2,1902956101
attitude_grocery_in_store,2,1902956101
attitude_stay_home,2,1902956101
bus_attitude_none,4,1903000401
